Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Maria Tendenes	V	43	Female	Norsk		1983	No	Rogaland	1102	Sandnes
Jorunn Danielsen Tunheim	V	44	Female	Norsk		1958	No	Rogaland	1102	Sandnes
Anders Tysdal	V	45	Male	Norsk		1975	No	Rogaland	1102	Sandnes
Charlotte Varlid	V	46	Female	Norsk		1976	No	Rogaland	1102	Sandnes
Sverre Magnus Vikan	V	47	Male	Norsk		1979	No	Rogaland	1102	Sandnes
Håkon Eirik Eikeberg	V	48	Male	Norsk		1943	No	Rogaland	1102	Sandnes
Marit Elvestad	V	49	Female	Norsk		1954	No	Rogaland	1102	Sandnes
Johan Fandrem	V	50	Male	Norsk		1931	No	Rogaland	1102	Sandnes
Bent Inge Bye	AP	1	Male	Norsk		1949	Yes	Buskerud	0625	Nedre Eiker
Lajla Hvaal	AP	2	Female	Norsk		1966	Yes	Buskerud	0625	Nedre Eiker
Thor Sigurd Syvaldsen	AP	3	Male	Norsk		1949	Yes	Buskerud	0625	Nedre Eiker
Monica Myrvold Berg	AP	4	Female	Norsk		1972	Yes	Buskerud	0625	Nedre Eiker
Roar Nordheim Larsen	AP	5	Male	Norsk		1943	Yes	Buskerud	0625	Nedre Eiker
May-Britt Andersen	AP	6	Female	Norsk		1958	Yes	Buskerud	0625	Nedre Eiker
Gard Hofsvang	AP	7	Male	Norsk		1993	No	Buskerud	0625	Nedre Eiker
Inger-Lill N Portaasen	AP	8	Female	Norsk		1952	No	Buskerud	0625	Nedre Eiker
Kaare Fredriksen	AP	9	Male	Norsk		1935	No	Buskerud	0625	Nedre Eiker
Tonje Enersen	AP	10	Female	Norsk		1974	No	Buskerud	0625	Nedre Eiker
Saleh Zomlot	AP	11	Male	Norsk	West Slavic	1964	No	Buskerud	0625	Nedre Eiker
Bente K Bjørndalen	AP	12	Female	Norsk		1955	No	Buskerud	0625	Nedre Eiker
Magne Gulbrandsen	AP	13	Male	Norsk		1949	No	Buskerud	0625	Nedre Eiker
Rigmor Synnøve Skjereng	AP	14	Female	Norsk		1943	No	Buskerud	0625	Nedre Eiker
Knut Andersen	AP	15	Male	Norsk		1953	No	Buskerud	0625	Nedre Eiker
Grethe Østvold	AP	16	Female	Norsk		1942	No	Buskerud	0625	Nedre Eiker
Atle Gregussen	AP	17	Male	Norsk		1939	No	Buskerud	0625	Nedre Eiker
Anne-Kristine Bjørndalen	AP	18	Female	Norsk		1980	No	Buskerud	0625	Nedre Eiker
Markus Teigen	AP	19	Male	Norsk		1987	No	Buskerud	0625	Nedre Eiker
Gunn Ellen Kronstad	AP	20	Female	Norsk		1956	No	Buskerud	0625	Nedre Eiker
Øyvind Hvidsten	AP	21	Male	Norsk		1977	No	Buskerud	0625	Nedre Eiker
Anne Mette Johansen	AP	22	Female	Norsk		1960	No	Buskerud	0625	Nedre Eiker
Åge Teie	AP	23	Male	Norsk		1944	No	Buskerud	0625	Nedre Eiker
Thea Kristine Bye	AP	24	Female	Norsk		1973	No	Buskerud	0625	Nedre Eiker
Frode Simensen	AP	25	Male	Norsk		1975	No	Buskerud	0625	Nedre Eiker
Anne Målfrid Landstad	AP	26	Female	Norsk		1962	No	Buskerud	0625	Nedre Eiker
Torgeir Hanssen	AP	27	Male	Norsk		1952	No	Buskerud	0625	Nedre Eiker
Anne-Lise Pedersen	AP	28	Female	Norsk		1952	No	Buskerud	0625	Nedre Eiker
Mohammad Aref Mujaddidi	AP	29	Male	Norsk		1977	No	Buskerud	0625	Nedre Eiker
Synnøve Simonsen	AP	30	Female	Norsk		1935	No	Buskerud	0625	Nedre Eiker
Nysret Shala	AP	31	Male	Norsk	Arabic	1966	No	Buskerud	0625	Nedre Eiker
May Gro Krogh	AP	32	Female	Norsk		1956	No	Buskerud	0625	Nedre Eiker
Arne Nordmarken	AP	33	Male	Norsk		1937	No	Buskerud	0625	Nedre Eiker
Liv Andersen	AP	34	Female	Norsk		1963	No	Buskerud	0625	Nedre Eiker
Jan Erik Olsen Krogh	AP	35	Male	Norsk		1939	No	Buskerud	0625	Nedre Eiker
Åse Marie Berg Moen	AP	36	Female	Norsk		1947	No	Buskerud	0625	Nedre Eiker
Odd Raaen Røren	AP	37	Male	Norsk		1945	No	Buskerud	0625	Nedre Eiker
Turid Hoff	AP	38	Female	Norsk		1944	No	Buskerud	0625	Nedre Eiker
Thore Myrvold	AP	39	Male	Norsk		1948	No	Buskerud	0625	Nedre Eiker
Knut Gjerde	FRP	1	Male	Norsk		1955	Yes	Buskerud	0625	Nedre Eiker
Lena Albrigtsen	FRP	2	Female	Norsk		1972	Yes	Buskerud	0625	Nedre Eiker
Arve Fjeld	FRP	3	Male	Norsk		1950	Yes	Buskerud	0625	Nedre Eiker
Karin Enerberg Stuldalen	FRP	4	Female	Norsk		1942	Yes	Buskerud	0625	Nedre Eiker
Knut Myrvold	FRP	5	Male	Norsk		1958	Yes	Buskerud	0625	Nedre Eiker
Marianne Eriksen	FRP	6	Female	Norsk		1966	Yes	Buskerud	0625	Nedre Eiker
Harald Bjerkelund	FRP	7	Male	Norsk		1964	No	Buskerud	0625	Nedre Eiker
Gerd Eriksen	FRP	8	Female	Norsk		1939	No	Buskerud	0625	Nedre Eiker
Hanne Margrete Bjerkelund	FRP	9	Female	Norsk		1968	No	Buskerud	0625	Nedre Eiker
Marit Johanne Hovland	FRP	10	Female	Norsk		1953	No	Buskerud	0625	Nedre Eiker
Kai Stick	FRP	11	Male	Norsk		1958	No	Buskerud	0625	Nedre Eiker
Mette Wang	FRP	12	Female	Norsk		1961	No	Buskerud	0625	Nedre Eiker
Hege Kristin Fjeld	FRP	13	Female	Norsk		1972	No	Buskerud	0625	Nedre Eiker
Nils Ivar Myrvold	FRP	14	Male	Norsk		1949	No	Buskerud	0625	Nedre Eiker
Turid C Børve Myrvang	FRP	15	Female	Norsk		1958	No	Buskerud	0625	Nedre Eiker
Tom Myrvang	FRP	16	Male	Norsk		1962	No	Buskerud	0625	Nedre Eiker
Eyleen Angela Karlsen	FRP	17	Female	Norsk		1945	No	Buskerud	0625	Nedre Eiker
Torkel Rongved Karlsen	FRP	18	Male	Norsk		1946	No	Buskerud	0625	Nedre Eiker
Trine Zimmermann	FRP	19	Female	Norsk		1982	No	Buskerud	0625	Nedre Eiker
John Marvin Olsen	FRP	20	Male	Norsk		1947	No	Buskerud	0625	Nedre Eiker
Elly Therese Thoresen	H	1	Female	Norsk		1957	Yes	Buskerud	0625	Nedre Eiker
Stein Ramberg	H	2	Male	Norsk		1953	Yes	Buskerud	0625	Nedre Eiker
Ole Trillhus	H	3	Male	Norsk		1976	Yes	Buskerud	0625	Nedre Eiker
Eili Dorthea Bakketun	H	4	Female	Norsk		1963	No	Buskerud	0625	Nedre Eiker
Tor Tveter	H	5	Male	Norsk		1962	No	Buskerud	0625	Nedre Eiker
Kristin Einan	H	6	Female	Norsk		1964	No	Buskerud	0625	Nedre Eiker
Jack André Humlebekk	H	7	Male	Norsk		1975	No	Buskerud	0625	Nedre Eiker
Syed Haider Gilani	H	8	Male	Norsk	Persian	1966	No	Buskerud	0625	Nedre Eiker
Benedicte V H Lensberg	H	9	Female	Norsk		1963	No	Buskerud	0625	Nedre Eiker
Pia Einan Hansen	H	10	Female	Norsk		1983	No	Buskerud	0625	Nedre Eiker
Steinar Ludvigsen	H	11	Male	Norsk		1957	No	Buskerud	0625	Nedre Eiker
Leif Arne Berget	H	12	Male	Norsk		1968	No	Buskerud	0625	Nedre Eiker
Mau Van Le	H	13	Male	Norsk	Vietnamese	1960	No	Buskerud	0625	Nedre Eiker
Iman Haust	H	14	Female	Norsk		1973	No	Buskerud	0625	Nedre Eiker
Odd Magne Haukland	H	15	Male	Norsk		1944	No	Buskerud	0625	Nedre Eiker
Rune Fredheim	H	16	Male	Norsk		1960	No	Buskerud	0625	Nedre Eiker
Guro Karina Stykket	H	17	Female	Norsk		1992	No	Buskerud	0625	Nedre Eiker
Margaret Sandøy Ramberg	H	18	Female	Norsk		1954	No	Buskerud	0625	Nedre Eiker
Jon Sørensen	H	19	Male	Norsk		1952	No	Buskerud	0625	Nedre Eiker
Bente Hemsborg Skar	H	20	Female	Norsk		1956	No	Buskerud	0625	Nedre Eiker
Inger Hege Nordalen	H	21	Female	Norsk		1951	No	Buskerud	0625	Nedre Eiker
Marianne J S Gulbrandsen	H	22	Female	Norsk		1950	No	Buskerud	0625	Nedre Eiker
Harald Skarpeid	H	23	Male	Norsk		1937	No	Buskerud	0625	Nedre Eiker
Gunn Lisbeth Lundhaug	H	24	Female	Norsk		1961	No	Buskerud	0625	Nedre Eiker
Astrid Marie Olsen	H	25	Female	Norsk		1934	No	Buskerud	0625	Nedre Eiker
Arne Kristian Røren	H	26	Male	Norsk		1949	No	Buskerud	0625	Nedre Eiker
Tom Christian Aasen	H	27	Male	Norsk		1977	No	Buskerud	0625	Nedre Eiker
Jorun Løken	H	28	Female	Norsk		1945	No	Buskerud	0625	Nedre Eiker
Onvor Anny Andersen	H	29	Female	Norsk		1939	No	Buskerud	0625	Nedre Eiker
Mamta Kaushal	H	30	Female	Norsk	Indian	1965	No	Buskerud	0625	Nedre Eiker
Turid Solberg Thomassen	KRF	1	Female	Norsk		1954	Yes	Buskerud	0625	Nedre Eiker
Øyvind Robstad	KRF	2	Male	Norsk		1968	Yes	Buskerud	0625	Nedre Eiker
Sigrunn Brekke	KRF	3	Female	Norsk		1947	Yes	Buskerud	0625	Nedre Eiker
Eivind Bakke	KRF	4	Male	Norsk		1990	No	Buskerud	0625	Nedre Eiker
Elsa Thorsen Krogstad	KRF	5	Female	Norsk		1956	No	Buskerud	0625	Nedre Eiker
Jørgen Lejbølle	KRF	6	Male	Norsk		1946	No	Buskerud	0625	Nedre Eiker
Venche Marie Ringsby	KRF	7	Female	Norsk		1952	No	Buskerud	0625	Nedre Eiker
Kjell Ohldieck	KRF	8	Male	Norsk		1958	No	Buskerud	0625	Nedre Eiker
Roger Åsen	KRF	9	Male	Norsk		1984	No	Buskerud	0625	Nedre Eiker
Jan Grimnes	KRF	10	Male	Norsk		1934	No	Buskerud	0625	Nedre Eiker
Ståle Berdal	KRF	11	Male	Norsk		1939	No	Buskerud	0625	Nedre Eiker
Britt Karin Ohldieck	KRF	12	Female	Norsk		1956	No	Buskerud	0625	Nedre Eiker
Svein Johan Ringsby	KRF	13	Male	Norsk		1952	No	Buskerud	0625	Nedre Eiker
Grethe Berit Sviggum	KRF	14	Female	Norsk		1929	No	Buskerud	0625	Nedre Eiker
Dagfinn Emil Brekke	KRF	15	Male	Norsk		1946	No	Buskerud	0625	Nedre Eiker
Inger Johanne Grimnes	KRF	16	Female	Norsk		1935	No	Buskerud	0625	Nedre Eiker
Jan Ivar Kallstad	KRF	17	Male	Norsk		1943	No	Buskerud	0625	Nedre Eiker
Anders Olsen Søyseth	KRF	18	Male	Norsk		1976	No	Buskerud	0625	Nedre Eiker
Monica Aa Sirnes	KRF	19	Female	Norsk		1972	No	Buskerud	0625	Nedre Eiker
Gunnar Marlof Kristiansen	KRF	20	Male	Norsk		1923	No	Buskerud	0625	Nedre Eiker
Eva Solberg	KRF	21	Female	Norsk		1967	No	Buskerud	0625	Nedre Eiker
Terje Hushovd	KRF	22	Male	Norsk		1948	No	Buskerud	0625	Nedre Eiker
Edel Marena Løver	KRF	23	Female	Norsk		1936	No	Buskerud	0625	Nedre Eiker
Helge Olsen	KRF	24	Male	Norsk		1947	No	Buskerud	0625	Nedre Eiker
Eli Løver Williamson	KRF	25	Female	Norsk		1958	No	Buskerud	0625	Nedre Eiker
Magne Flatland	KRF	26	Male	Norsk		1947	No	Buskerud	0625	Nedre Eiker
Jael Dayer Armoa de Røine	KRF	27	Female	Norsk		1977	No	Buskerud	0625	Nedre Eiker
Karin Dagestad	KRF	28	Female	Norsk		1947	No	Buskerud	0625	Nedre Eiker
Reidun Eli Nylehn	R	1	Female	Norsk		1977	No	Buskerud	0625	Nedre Eiker
Morten Leine Klevjer	R	2	Male	Norsk		1976	No	Buskerud	0625	Nedre Eiker
Siri Andersen Baklid	R	3	Female	Norsk		1977	No	Buskerud	0625	Nedre Eiker
Martin Høibraaten Hansen	R	4	Male	Norsk		1993	No	Buskerud	0625	Nedre Eiker
Hanne Christensen	R	5	Female	Norsk		1954	No	Buskerud	0625	Nedre Eiker
Mehri Karkapush	R	6	Female	Norsk		1966	No	Buskerud	0625	Nedre Eiker
Clas Daniel Torgersen	R	7	Male	Norsk		1988	No	Buskerud	0625	Nedre Eiker
Tor Orsteen	SV	1	Male	Norsk		1957	Yes	Buskerud	0625	Nedre Eiker
Lena Marie Reitan	SV	2	Female	Norsk		1982	Yes	Buskerud	0625	Nedre Eiker
Serign Saihou Sarr	SV	3	Male	Norsk	Arabic	1951	No	Buskerud	0625	Nedre Eiker
Randi Benjaminsen	SV	4	Female	Norsk		1951	No	Buskerud	0625	Nedre Eiker
Tommy Kristoffer Andresen	SV	5	Male	Norsk		1993	No	Buskerud	0625	Nedre Eiker
Trine Lise Ramsrud	SV	6	Female	Norsk		1959	No	Buskerud	0625	Nedre Eiker
Morten Andre Skjønberg	SV	7	Male	Norsk		1980	No	Buskerud	0625	Nedre Eiker
Berit Engebak	SV	8	Female	Norsk		1956	No	Buskerud	0625	Nedre Eiker
Einar Åhlander	SV	9	Male	Norsk		1959	No	Buskerud	0625	Nedre Eiker
Rita Skinstad-Bermingrud	SV	10	Female	Norsk		1977	No	Buskerud	0625	Nedre Eiker
Roger Andersen	SV	11	Male	Norsk		1965	No	Buskerud	0625	Nedre Eiker
Ellen Cathrine Orsteen	SV	12	Female	Norsk		1963	No	Buskerud	0625	Nedre Eiker
Jostein Andre Kretz	V	1	Male	Norsk		1959	Yes	Buskerud	0625	Nedre Eiker
Anna Solgaard Evensen	V	2	Female	Norsk		1987	Yes	Buskerud	0625	Nedre Eiker
Pål Bentsen	V	3	Male	Norsk		1972	No	Buskerud	0625	Nedre Eiker
Mariann Ekkeren Væring	V	4	Female	Norsk		1970	No	Buskerud	0625	Nedre Eiker
Else Marit Gaathaug	V	5	Female	Norsk		1941	No	Buskerud	0625	Nedre Eiker
Lene Hulbakviken Saastad	V	6	Female	Norsk		1970	No	Buskerud	0625	Nedre Eiker
Henrik Ytrelid Manfredo	V	7	Male	Norsk		1970	No	Buskerud	0625	Nedre Eiker
Glenn Andre Eriksen	V	8	Male	Norsk		1971	No	Buskerud	0625	Nedre Eiker
Torill Fossen Bentsen	V	9	Female	Norsk		1957	No	Buskerud	0625	Nedre Eiker
Morten Ludvigsen	V	10	Male	Norsk		1987	No	Buskerud	0625	Nedre Eiker
Synne Solgaard Evensen	V	11	Female	Norsk		1990	No	Buskerud	0625	Nedre Eiker
Ivar Horneland Kristensen	AP	1	Male	Norsk		1968	Yes	Akershus	0220	Asker
Marianne Riis Rasmussen	AP	2	Female	Norsk		1960	Yes	Akershus	0220	Asker
Kristine Horni	AP	3	Female	Norsk		1991	Yes	Akershus	0220	Asker
Anders Tobias Utne	AP	4	Male	Norsk		1943	Yes	Akershus	0220	Asker
May Britt Myklebust	AP	5	Female	Norsk		1971	Yes	Akershus	0220	Asker
Frode Lerstein	AP	6	Male	Norsk		1951	No	Akershus	0220	Asker
Solav Abbas	AP	7	Female	Norsk	Arabic	1970	No	Akershus	0220	Asker
Stein Arne Bakken	AP	8	Male	Norsk		1948	No	Akershus	0220	Asker
Vera Selnes	AP	9	Female	Norsk		1948	No	Akershus	0220	Asker
Abdisamed Abdillahi Mohamed	AP	10	Male	Norsk	Arabic	1981	No	Akershus	0220	Asker
Mona Strøm Arnøy	AP	11	Female	Norsk		1960	No	Akershus	0220	Asker
Gunnar Munkerud	AP	12	Male	Norsk		1960	No	Akershus	0220	Asker
Hanne Gro Haugland	AP	13	Female	Norsk		1965	No	Akershus	0220	Asker
Burhaan Hassan	AP	14	Male	Norsk		1985	No	Akershus	0220	Asker
Nina Sølling	AP	15	Female	Norsk		1967	No	Akershus	0220	Asker
Even Gulowsen	AP	16	Male	Norsk		1947	No	Akershus	0220	Asker
Jostein Rustad	AP	17	Male	Norsk		1946	No	Akershus	0220	Asker
Hilde Elise Eikenes	AP	18	Female	Norsk		1973	No	Akershus	0220	Asker
Geir Halbo	AP	19	Male	Norsk		1968	No	Akershus	0220	Asker
Fatima Deria	AP	20	Female	Norsk	Arabic	1985	No	Akershus	0220	Asker
Lasse Efskind	AP	21	Male	Norsk		1944	No	Akershus	0220	Asker
Kirsten Grønnerød	AP	22	Female	Norsk		1942	No	Akershus	0220	Asker
Gunnar Tveiten	AP	23	Male	Norsk		1949	No	Akershus	0220	Asker
Tove Selnes	AP	24	Female	Norsk		1969	No	Akershus	0220	Asker
Jan Johan Sandal	AP	25	Male	Norsk		1943	No	Akershus	0220	Asker
Frøydis Rui	AP	26	Female	Norsk		1975	No	Akershus	0220	Asker
Svein Steffens	AP	27	Male	Norsk		1939	No	Akershus	0220	Asker
Kristin Bjelke	AGV	1	Female	Norsk		1957	Yes	Akershus	0220	Asker
Rune Aanderaa	AGV	2	Male	Norsk		1959	Yes	Akershus	0220	Asker
Liv Knatten	AGV	3	Female	Norsk		1953	Yes	Akershus	0220	Asker
Paal Steine	AGV	4	Male	Norsk		1961	Yes	Akershus	0220	Asker
Ingunn Stuvøy	AGV	5	Female	Norsk		1957	No	Akershus	0220	Asker
Sven-Erik Gullbekk	AGV	6	Male	Norsk		1968	No	Akershus	0220	Asker
Ingvild Tandberg	AGV	7	Female	Norsk		1964	No	Akershus	0220	Asker
Ivar Borge Nore	AGV	8	Male	Norsk		1993	No	Akershus	0220	Asker
Katrine S. Lysne	AGV	9	Female	Norsk		1968	No	Akershus	0220	Asker
Anne Hilde Røsvik	AGV	10	Female	Norsk		1969	No	Akershus	0220	Asker
Odin Roll-Hansen	AGV	11	Male	Norsk		1968	No	Akershus	0220	Asker
Anne Bull-Gundersen	AGV	12	Female	Norsk		1957	No	Akershus	0220	Asker
Tom Brunsell	AGV	13	Male	Norsk		1950	No	Akershus	0220	Asker
Eirill O. Steen	AGV	14	Female	Norsk		1965	No	Akershus	0220	Asker
Anders Gjermo	AGV	15	Male	Norsk		1958	No	Akershus	0220	Asker
Tone Wien	AGV	16	Female	Norsk		1962	No	Akershus	0220	Asker
Kai Ove Finvold	AGV	17	Male	Norsk		1960	No	Akershus	0220	Asker
Siw Hagelin	AGV	18	Female	Norsk		1961	No	Akershus	0220	Asker
John R. Hanevold	AGV	19	Male	Norsk		1943	No	Akershus	0220	Asker
Siri S. Vesterkjær	AGV	20	Female	Norsk		1949	No	Akershus	0220	Asker
Ole Jacob Johansen	FRP	1	Male	Norsk		1962	Yes	Akershus	0220	Asker
Astrid Osmundsvaag Nesland	FRP	2	Female	Norsk		1980	Yes	Akershus	0220	Asker
Knut Auke	FRP	3	Male	Norsk		1958	Yes	Akershus	0220	Asker
Trygve Lia	FRP	4	Male	Norsk		1945	Yes	Akershus	0220	Asker
Rigmor Thokle	FRP	5	Female	Norsk		1940	Yes	Akershus	0220	Asker
Trond Ellingsen	FRP	6	Male	Norsk		1951	Yes	Akershus	0220	Asker
Sissel Eggesbø	FRP	7	Female	Norsk		1936	No	Akershus	0220	Asker
Jan Kristian Næss	FRP	8	Male	Norsk		1935	No	Akershus	0220	Asker
Jennifer Husby	FRP	9	Female	Norsk		1991	No	Akershus	0220	Asker
Harald Elstad	FRP	10	Male	Norsk		1944	No	Akershus	0220	Asker
Odd Garm	FRP	11	Male	Norsk		1942	No	Akershus	0220	Asker
Harald Anonsen	FRP	12	Male	Norsk		1944	No	Akershus	0220	Asker
Franciska B Mohr Dæhli	FRP	13	Female	Norsk		1936	No	Akershus	0220	Asker
Line Støber Taraldsen	FRP	14	Female	Norsk		1963	No	Akershus	0220	Asker
Rune Spångberg	FRP	15	Male	Norsk		1957	No	Akershus	0220	Asker
Reidun Kvaksrud	FRP	16	Female	Norsk		1962	No	Akershus	0220	Asker
Anne-Mette Lund Brandenberger	FRP	17	Female	Norsk		1963	No	Akershus	0220	Asker
Ole Gerhard Haug	FRP	18	Male	Norsk		1953	No	Akershus	0220	Asker
Roy Kemi	FRP	19	Male	Norsk		1967	No	Akershus	0220	Asker
Justyna Urbanek Spångberg	FRP	20	Female	Norsk	South Slavic	1955	No	Akershus	0220	Asker
Per Johan Brenne	FRP	21	Male	Norsk		1967	No	Akershus	0220	Asker
Tore Fjeld	FRP	22	Male	Norsk		1960	No	Akershus	0220	Asker
Steinar Danielsen	FRP	23	Male	Norsk		1941	No	Akershus	0220	Asker
Mikkel Bøyum	FRP	24	Male	Norsk		1935	No	Akershus	0220	Asker
Kurt Chetkowski	FRP	25	Male	Norsk	South Slavic	1952	No	Akershus	0220	Asker
Lene Conradi	H	1	Female	Norsk		1970	Yes	Akershus	0220	Asker
Per Anders Owren	H	2	Male	Norsk		1946	Yes	Akershus	0220	Asker
Elisabeth Selmer	H	3	Female	Norsk		1947	Yes	Akershus	0220	Asker
Stein H. Annexstad	H	4	Male	Norsk		1944	Yes	Akershus	0220	Asker
Marianne Knarud	H	5	Female	Norsk		1980	Yes	Akershus	0220	Asker
Kay Arne Sørensen	H	6	Male	Norsk		1962	Yes	Akershus	0220	Asker
Pernille Stordrange	H	7	Female	Norsk		1986	No	Akershus	0220	Asker
Leif Frode Onarheim	H	8	Male	Norsk		1934	No	Akershus	0220	Asker
Karin Moksness	H	9	Female	Norsk		1953	No	Akershus	0220	Asker
Ole Christoffer Rønning	H	10	Male	Norsk		1942	No	Akershus	0220	Asker
Kari Setsaas	H	11	Female	Norsk		1965	No	Akershus	0220	Asker
Kåre Sagård	H	12	Male	Norsk		1989	No	Akershus	0220	Asker
Mette Michelsen	H	13	Female	Norsk		1947	No	Akershus	0220	Asker
Karl Bønnhoff	H	14	Male	Norsk		1943	No	Akershus	0220	Asker
Arne Nordlien	H	15	Male	Norsk		1945	No	Akershus	0220	Asker
Cathrine Jensen	H	16	Female	Norsk		1961	No	Akershus	0220	Asker
Hans A. Hveem	H	17	Male	Norsk		1946	No	Akershus	0220	Asker
Cecilie Tjersland	H	18	Female	Norsk		1966	No	Akershus	0220	Asker
Arve Røys Stranden	H	19	Male	Norsk		1957	No	Akershus	0220	Asker
Finn Edvin Brøndal	H	20	Male	Norsk		1950	No	Akershus	0220	Asker
Linda Medalen	H	21	Female	Norsk		1965	No	Akershus	0220	Asker
Knut Dyre Haug	H	22	Male	Norsk		1956	No	Akershus	0220	Asker
Kari Sofie Bjørnsen	H	23	Female	Norsk		1967	No	Akershus	0220	Asker
Blerim Gjoni	H	24	Male	Norsk		1975	No	Akershus	0220	Asker
Elisabet Gusgaard Dahl	H	25	Female	Norsk		1960	No	Akershus	0220	Asker
Kristoffer Aardal Hanssen	H	26	Male	Norsk		1989	No	Akershus	0220	Asker
Nina Wollum Skarbø	H	27	Female	Norsk		1975	No	Akershus	0220	Asker
Svein Svarstad	H	28	Male	Norsk		1945	No	Akershus	0220	Asker
Annemor Onarheim	H	29	Female	Norsk		1937	No	Akershus	0220	Asker
Bjørn Andre Arstad	H	30	Male	Norsk		1968	No	Akershus	0220	Asker
Trude Helen Hole	H	31	Female	Norsk		1968	No	Akershus	0220	Asker
Trond Svensen	H	32	Male	Norsk		1942	No	Akershus	0220	Asker
Synnøve Osmundsen	H	33	Female	Norsk		1980	No	Akershus	0220	Asker
Johan Fredrik Bockelie	H	34	Male	Norsk		1944	No	Akershus	0220	Asker
Simen Malerbakken	H	35	Male	Norsk		1977	No	Akershus	0220	Asker
Olve Hagen Wold	H	36	Male	Norsk		1992	No	Akershus	0220	Asker
Harald Olsen	H	37	Male	Norsk		1950	No	Akershus	0220	Asker
Erland Rondestveit	H	38	Male	Norsk		1946	No	Akershus	0220	Asker
Nhan Nguyen	H	39	Female	Norsk	Vietnamese	1975	No	Akershus	0220	Asker
Kirsti Kierulf	H	40	Female	Norsk		1962	No	Akershus	0220	Asker
Hans Petter Fjeldstad	H	41	Male	Norsk		1944	No	Akershus	0220	Asker
Torleiv Ole Rognum	KRF	1	Male	Norsk		1948	Yes	Akershus	0220	Asker
Hilde Sunnanå Plyhn	KRF	2	Female	Norsk		1947	Yes	Akershus	0220	Asker
Frode Halgunset	KRF	3	Male	Norsk		1971	No	Akershus	0220	Asker
Miriam Hjerpaasen	KRF	4	Female	Norsk		1962	No	Akershus	0220	Asker
Finn Tellsgård	KRF	5	Male	Norsk		1947	No	Akershus	0220	Asker
Hildur Horn Øien	KRF	6	Female	Norsk		1940	No	Akershus	0220	Asker
Jan Halvor Harsem	KRF	7	Male	Norsk		1960	No	Akershus	0220	Asker
Arne Dale	KRF	8	Male	Norsk		1953	No	Akershus	0220	Asker
Ingjerd Kvalvaag Flæte	KRF	9	Female	Norsk		1944	No	Akershus	0220	Asker
Gerd Hauge	KRF	10	Female	Norsk		1949	No	Akershus	0220	Asker
Brian Anders Gundersen	KRF	11	Male	Norsk		1943	No	Akershus	0220	Asker
Randi Mollan Bølset	KRF	12	Female	Norsk		1942	No	Akershus	0220	Asker
Bjørn Lande	KRF	13	Male	Norsk		1942	No	Akershus	0220	Asker
Kari Natskår	KRF	14	Female	Norsk		1962	No	Akershus	0220	Asker
Knut Møgedal	KRF	15	Male	Norsk		1944	No	Akershus	0220	Asker
Eva Reidun Flikke	KRF	16	Female	Norsk		1933	No	Akershus	0220	Asker
Jan Erik Istad	KRF	17	Male	Norsk		1937	No	Akershus	0220	Asker
Marit Kråkenes	KRF	18	Female	Norsk		1945	No	Akershus	0220	Asker
Roald Sporild	KRF	19	Male	Norsk		1965	No	Akershus	0220	Asker
Arve Kråkenes	KRF	20	Male	Norsk		1947	No	Akershus	0220	Asker
Odvar Omland	KRF	21	Male	Norsk		1923	No	Akershus	0220	Asker
Frede Sund	PP	1	Male	Norsk		1945	Yes	Akershus	0220	Asker
Solveig Fossum	PP	2	Female	Norsk		1930	Yes	Akershus	0220	Asker
Kjell Sandanger	PP	3	Male	Norsk		1939	Yes	Akershus	0220	Asker
Barbara Hørling	PP	4	Female	Norsk		1928	Yes	Akershus	0220	Asker
Leif Egil Teien	PP	5	Male	Norsk		1930	Yes	Akershus	0220	Asker
Tone Linnert	PP	6	Female	Norsk		1930	Yes	Akershus	0220	Asker
Erik Vister	PP	7	Male	Norsk		1922	No	Akershus	0220	Asker
Aase Amundsen	PP	8	Female	Norsk		1926	No	Akershus	0220	Asker
Per Nettli	PP	9	Male	Norsk		1932	No	Akershus	0220	Asker
Solbjørg Røisli	PP	10	Female	Norsk		1932	No	Akershus	0220	Asker
Rigmor Skorge	PP	11	Female	Norsk		1932	No	Akershus	0220	Asker
Borger Rauan	PP	12	Male	Norsk		1929	No	Akershus	0220	Asker
Kjellaug Moe	PP	13	Female	Norsk		1928	No	Akershus	0220	Asker
Astrid Arnesen Jøsang	PP	14	Female	Norsk		1927	No	Akershus	0220	Asker
Jostein Sonstad	PP	15	Male	Norsk		1939	No	Akershus	0220	Asker
Dagny Fjellhøy	PP	16	Female	Norsk		1927	No	Akershus	0220	Asker
Sidsel Kristiansen	PP	17	Female	Norsk		1932	No	Akershus	0220	Asker
Bård-Kjetil Dahl	R	1	Male	Norsk		1968	Yes	Akershus	0220	Asker
Benedikte Joan Smith	R	2	Female	Norsk		1957	Yes	Akershus	0220	Asker
Tor Knudsen	R	3	Male	Norsk		1948	No	Akershus	0220	Asker
Tone Torgersen	R	4	Female	Norsk		1945	No	Akershus	0220	Asker
Henrik Slipher	R	5	Male	Norsk		1976	No	Akershus	0220	Asker
Marit Lykseth	R	6	Female	Norsk		1948	No	Akershus	0220	Asker
Per Hallvard Eliassen	R	7	Male	Norsk		1966	No	Akershus	0220	Asker
Sverre Klemetsen	R	8	Male	Norsk		1964	No	Akershus	0220	Asker
